season,nest_id,natalsite,egg_id,female_band,female_id,f_age,male_band,male_id,m_age,clutch_no,date_eggs_found,lay_date,estimated_lay,total_eggs_clutch,candled,candled_date,fertile,egg_length,egg_width,candling_weight,loss_parent,loss_id,date_parent_lost,egg_managed,management_reason,notes,eggs_recovered_date,age_recovered_eggs,notes_transfer,days_ai,date_egg_transferbackto_nest,age_donor_eggs,returned_remained_natal,foster_site,foster_nest_id,foster_f_band,foster_f_id,hatched,hatched_date,eggfail_outcome,eggfail_cause,eggfail_date,chickfail_outcome,chickfail_cause,chickfail_date,chick_transfer_date_zoo,notes_chick_transfer,age_chick_transfer,chick_captive_reared,days_chick_captive_reared,transfer_date_to_aviary,release_date_from_aviary,release_site,fledgling_id,band_date,chick_weight_banding,fledged,fledge_date,comments
2019/2020,426,Waipu,NA,M-pG(R),C41567,18,R-RM,C69027,11,2,18/12/2019,18/12/2019,18/12/2019,2,1,6/01/2020,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,infertile,6/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2019/2020,426,Waipu,NA,M-pG(R),C41567,18,R-RM,C69027,11,2,19/12/2019,19/12/2019,19/12/2019,2,1,6/01/2020,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,infertile,6/01/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2020/2021,427,Pakiri,NA,M-pGK,C69011,14,K-RM,C75890,7,1,26/10/2020,unknown,24/10/2020,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,predated,pred unknown,27/10/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,nothing caught on camera
2020/2021,427,Pakiri,NA,M-pGK,C69011,14,K-RM,C75890,7,1,26/10/2020,unknown,25/10/2020,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,predated,pred unknown,27/10/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,nothing caught on camera
2020/2021,428,Papakanui,NA,WM-W,C69051,3,M-BK,C69014,14,1,29/10/2020,29/10/2020,29/10/2020,2,1,4/11/2020,1,NA,NA,NA,0,NA,NA,ai,force,"high winds, shifting sand",4/11/2020,6,straight to zoo,14,18/11/2020,20,0,Waipu,435,R-RM,C69052,1,22/11/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69064,12/12/2020,67,1,21/12/2020,NA
2020/2021,428,Papakanui,NA,WM-W,C69051,3,M-BK,C69014,14,1,30/10/2020,30/10/2020,30/10/2020,2,1,4/11/2020,1,NA,NA,NA,0,NA,NA,ai,force,"high winds, shifting sand",4/11/2020,5,straight to zoo,14,18/11/2020,19,0,Waipu,435,R-RM,C69052,1,23/11/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69065,12/12/2020,63,1,21/12/2020,NA
2020/2021,429,Mangawhai,NA,W-BM,C75900,9,nil-pGM,C75882,18,1,30/10/2020,30/10/2020,30/10/2020,1,1,7/11/2020,1,NA,NA,NA,0,NA,NA,ai,"stomr forecast, abondoned next day",NA,7/11/2020,8,straight to zoo,12,19/11/2020,20,0,Mangawhai,433,R-KM,C75831,1,25/11/2020,NA,NA,NA,chick died,perforation of the gut leading to material being vomited into the air sacs causing pneumonia.,4/12/2020,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,this chick could be mixed up with chick from nest 432 (insame foster nest)
2020/2021,430,Mangawhai,NA,K-KM,C75832,5,W-KM,C75891,7,1,30/10/2020,30/10/2020,30/10/2020,2,1,7/11/2020,1,NA,NA,NA,0,NA,NA,ai,"stomr forecast, abondoned next day",went to nest 436 on 17 th and then to 437 on 21st,7/11/2020,8,"straight to zoo. then to nest 436 at Papak?nui on 17/11/20, then transferred to nest 437 at Mangawhai on 21/11/20",10,17/11/2020,18,0,Mangawhai,437,WM-RW,C75879,0,NA,failed to hatch,failed to hatch,1/12/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"2nd egg laid in a new scrape, this egg abondoned for 1 day and then maved by ranger into new scrape"
2020/2021,430,Mangawhai,NA,K-KM,C75832,5,W-KM,C75891,7,1,5/11/2020,5/11/2020,5/11/2020,2,1,7/11/2020,1,NA,NA,NA,0,NA,NA,ai,"stomr forecast, abondoned next day",NA,7/11/2020,2,straight to zoo,14,21/11/2020,16,0,Mangawhai,437,WM-RW,C75879,0,NA,died hatching,failed to hatch,1/12/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2020/2021,431,Mangawhai,NA,KB-M,C75806,11,BK-M,C75897,8,1,1/11/2020,1/11/2020,1/11/2020,2,1,5/11/2020,1,NA,NA,NA,0,NA,NA,ai,storm,NA,5/11/2020,4,straight to zoo,14,19/11/2020,18,0,Mangawhai,430,K-KM,C75832,1,27/11/2020,NA,NA,NA,chick died,low fat reserves,6/12/2020,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2020/2021,431,Mangawhai,NA,KB-M,C75806,11,BK-M,C75897,8,1,3/11/2020,3/11/2020,3/11/2020,2,1,5/11/2020,1,NA,NA,NA,0,NA,NA,ai,storm,NA,5/11/2020,2,straight to zoo,14,19/11/2020,16,0,Mangawhai,430,K-KM,C75832,0,NA,died hatching,failed to hatch,5/11/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2020/2021,432,Mangawhai,NA,RM-K,C75883,6,pG-RM,C75893,7,1,1/11/2020,1/11/2020,1/11/2020,1,1,5/11/2020,1,NA,NA,NA,0,NA,NA,ai,storm,NA,5/11/2020,4,straight to zoo,14,19/11/2020,18,0,Mangawhai,433,R-KM,C75831,1,26/11/2020,NA,NA,NA,died,asphyxiation due to tracheal compression caused by trying to swallow 80mm goby,28/11/2020,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,this chick could be mixed up with chick from nest 429 (insame foster nest)
2020/2021,433,Mangawhai,NA,R-KM,C75831,5,pGM-R,C75892,7,1,11/11/2020,11/11/2020,11/11/2020,1,1,19/11/2020,1,NA,NA,NA,0,NA,NA,ai,nest needed for eggs held at zoo,NA,19/11/2020,8,straight to zoo,13,2/12/2020,21,0,Mangawhai,437,WM-RW,C75879,1,7/12/2020,NA,NA,NA,died,overwhelmed by a bacterial infection in the blood,12/12/2020,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2020/2021,434,Pakiri,NA,M-pGK ,C69011,14,K-RM,C75890,7,2,7/11/2020,unknown,6/11/2020,1,1,7/11/2020,unknown,NA,NA,NA,0,NA,NA,ai,force,tide,7/11/2020,1,"egg was lifted and replaced with a dummy egg within an hour of discovery,",12,7,NA,0,NA,NA,NA,NA,0,NA,failed to hatch,failed to hatch,19/11/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2020/2021,435,Waipu,NA,pGM-W,C69052,3,R-RM,C69027,12,1,12/11/2020,12/11/2020,12/11/2020,2,1,15/11/2020,0,NA,NA,NA,0,NA,NA,removed_dead,NA,suspected infertile,15/11/2020,3,removed so that other eggs could be placed,NA,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,infertile,15/11/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,male known to be infertile
2020/2021,435,Waipu,NA,pGM-W,C69052,3,R-RM,C69027,12,1,15/11/2020,15/11/2020,15/11/2020,2,1,15/11/2020,0,NA,NA,NA,0,NA,NA,removed_dead,NA,suspected infertile,15/11/2020,0,removed so that other eggs could be placed,NA,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,infertile,15/11/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,male known to be infertile
2020/2021,436,Papakanui,NA,WM-W,C69051,3,B-pGM,C41570,18,2,15/11/2020,15/11/2020,15/11/2020,2,1,17/11/2020,0,NA,NA,NA,0,NA,NA,ai,force,"high winds, shifting sand",17/11/2020,2,risk of sanding over/tide. Kept overnight in incubator,2,NA,NA,0,NA,NA,NA,NA,0,NA,failed to hatch,failed to hatch,19/11/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2nd clutch for f but with new male
2020/2021,436,Papakanui,NA,WM-W,C69051,3,B-pGM,C41570,18,2,16/11/2020,16/11/2020,16/11/2020,2,1,17/11/2020,0,NA,NA,NA,0,NA,NA,ai,force,"high winds, shifting sand",17/11/2020,2,risk of sanding over/tide. Kept overnight in incubator,2,NA,NA,0,NA,NA,NA,NA,0,NA,failed to hatch,failed to hatch,19/11/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2nd clutch for f but with new male
2020/2021,437,Mangawhai,NA,WM-RW,C75879,4,R-pGM,C75828,7,1,16/11/2020,16/11/2020,16/11/2020,2,1,21/11/2020,1,NA,NA,NA,0,NA,NA,ai,VOC threatening nearby,NA,21/11/2020,5,straight to zoo,16,7/12/2020,21,1,NA,NA,NA,NA,1,11/12/2020,NA,NA,NA,died,Necropsy results noted low fat reserves and a bacterial infection in the yolk sack which would have prevented the new-born chick from attaining essential nutrients.,12/12/2020,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2020/2021,437,Mangawhai,NA,WM-RW,C75879,4,R-pGM,C75828,7,1,19/11/2020,19/11/2020,19/11/2020,2,1,21/11/2020,0,NA,NA,NA,0,NA,NA,removed_dead,NA,NA,21/11/2020,2,straight to zoo,NA,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,embryo death,21/11/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2020/2021,438,Mangawhai,NA,RM-K,C75883,6,pG-RM,C75893,7,2,18/11/2020,18/11/2020,18/11/2020,2,1,24/11/2020,1,NA,NA,NA,0,NA,NA,ai,storm,NA,24/11/2020,6,straight to zoo,19,NA,NA,0,zoo,NA,NA,NA,1,13/12/2020,NA,NA,NA,died zoo harch,difficut hatch,14/12/2020,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2020/2021,438,Mangawhai,NA,RM-K,C75883,6,pG-RM,C75893,7,2,21/11/2020,21/11/2020,21/11/2020,2,1,24/11/2020,1,NA,NA,NA,0,NA,NA,ai,storm,NA,24/11/2020,3,"straight to zoo,",20,NA,NA,0,zoo,NA,NA,NA,1,14/12/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28,6/01/2021,3/02/2021,Te Arai,C69067,6/01/2021,61,1,3/02/2021,not seen since release
2020/2021,439,Mangawhai,NA,KB-M,C75806,11,BK-M,C75897,8,2,18/11/2020,18/11/2020,18/11/2020,2,1,24/11/2020,1,NA,NA,NA,0,NA,NA,ai,storm,NA,24/11/2020,6,"straight to zoo, nest abondoned the next day",19,NA,hatched at zoo,0,zoo,NA,NA,NA,1,13/12/2020,NA,NA,NA,died,bacterial infection,16/12/2020,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,0,NA,both had long difficult hatches
2020/2021,439,Mangawhai,NA,KB-M,C75806,11,BK-M,C75897,8,2,21/11/2020,21/11/2020,21/11/2020,2,1,24/11/2020,1,NA,NA,NA,0,NA,NA,ai,storm,NA,24/11/2020,3,"straight to zoo, nest abondoned the next day",19,NA,hatched at zoo,0,zoo,NA,NA,NA,1,13/12/2020,NA,NA,NA,died,bacterial infection,16/12/2020,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,0,NA,both had long difficult hatches
2020/2021,440,Pakiri,NA,M-pGK ,C69011,14,K-RM,C75890,7,3,12/11/2020,11/11/2020,11/11/2020,2,0,NA,1,NA,NA,NA,1,C69011,22/11/2020,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,13/12/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69066,2/01/2021,59,1,11/01/2021,NA
2020/2021,440,Pakiri,NA,M-pGK ,C69011,14,K-RM,C75890,7,3,12/11/2020,11/11/2020,11/11/2020,2,0,NA,1,NA,NA,NA,1,C69011,22/11/2020,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,embryo death,18/12/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2020/2021,441,Mangawhai,NA,W-BM,C75900,9,nil-pGM,C75882,18,2,21/11/2020,21/11/2020,21/11/2020,2,1,24/11/2020,1,NA,NA,NA,0,NA,NA,ai,VOC nearby,NA,24/11/2020,3,"straight to zoo, nest abondoned the next day",11,NA,NA,0,zoo,NA,NA,NA,0,NA,failed to hatch,embryo death,5/12/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2020/2021,441,Mangawhai,NA,W-BM,C75900,9,nil-pGM,C75882,18,2,22/11/2020,22/11/2020,22/11/2020,2,1,24/11/2020,1,NA,NA,NA,0,NA,NA,ai,VOC nearby,NA,24/11/2020,2,"straight to zoo, nest abondoned the next day",14,NA,NA,0,zoo,NA,NA,NA,0,NA,failed to hatch,embryo death,8/12/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2020/2021,442,Mangawhai,NA,KB-M,C75806,11,BK-M,C75897,8,3,3/12/2020,3/12/2020,3/12/2020,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,26/12/2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69068,15/01/2021,60,1,27/01/2021,NA
2020/2021,442,Mangawhai,NA,KB-M,C75806,11,BK-M,C75897,8,3,5/12/2020,5/12/2020,5/12/2020,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,27/12/2020,NA,NA,NA,died,likely malnourished,13/01/2021,12/01/2021,very low feeding rates cf sibling,16,0,NA,NA,NA,NA,NA,NA,NA,0,NA,this chick had been subjected to lots of pecking by other adults in preceding days
2020/2021,443,Mangawhai,NA,RM-K,C75883,6,pG-RM,C75893,7,3,16/12/2020,16/12/2020,16/12/2020,1,1,26/12/2020,1,31,23,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,5/01/2021,NA,NA,NA,predated,likely NZ dotteral,6/01/2021,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,"Considerable disturbance occurred before the pecking event, with VOC and NZ Dotterels both present on the shell patch"
2021/2022,444,Papakanui,NA,(W)M-W,C69051,4,(B)-RM,C41571,18,1,29/10/2021,unknown,26/10/2021,1,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,18/11/2021,NA,NA,NA,chick disappeared,likely predation,7/12/2021,NA,NA,NA,0,NA,NA,NA,NA,C69069,6/12/2021,NA,0,NA,NA
2021/2022,445,Pakiri,NA,RM-K,C75883,7,RM-RW,C69046,5,1,2/11/2021,2/11/2021,2/11/2021,1,1,6/11/2021,1,NA,NA,NA,0,NA,NA,ai,force,risky location for flooding,2/11/2021,0,incubator not heated,19,21/11/2021,19,0,Pakiri,449,RM-K,C75883,0,NA,died hatching,died hatching,28/11/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2021/2022,446,Waipu,NA,pGM-nil,C69052,4,(pG)M-pG,C75830,6,1,7/11/2021,7/11/2021,7/11/2021,2,1,23/11/2021,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2/12/2021,NA,NA,NA,chick disappeared,wandered off but had infection around bill,18/12/2021,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2021/2022,446,Waipu,NA,pGM-nil,C69052,4,(pG)M-pG,C75830,6,1,11/11/2021,11/11/2021,11/11/2021,2,1,23/11/2021,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3/12/2021,NA,NA,NA,chick died,unknown disease_health isse,7/12/2021,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2021/2022,447,Mangawhai,NA,KB-M,C75806,12,BK-M,C75897,9,1,15/11/2021,15/11/2021,15/11/2021,2,1,28/11/2021,1,NA,NA,NA,0,NA,NA,ai,captive_program,planned collection,28/11/2021,13,moved to zoo,11,NA,NA,0,zoo,NA,NA,NA,1,9/12/2021,NA,NA,NA,euthanised,banding injury,20/01/2022,1/01/2022,transferred back to zoo for veterinary care,23,1,42,28/12/2021,NA,NA,C69070,30/12/2021,NA,0,NA,NA
2021/2022,447,Mangawhai,NA,KB-M,C75806,12,BK-M,C75897,9,1,18/11/2021,18/11/2021,18/11/2021,2,1,28/11/2021,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,"embryo death, had crack in it",28/11/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,egg likely dead on 24 or 25/11
2021/2022,448,Mangawhai,NA,W-BM,C75900,10,nil-pGM,C75882,19,1,16/11/2021,16/11/2021,16/11/2021,2,1,28/11/2021,1,NA,NA,NA,0,NA,NA,ai,captive_program,planned collection,28/11/2021,12,NA,12,NA,NA,0,zoo,NA,NA,NA,1,10/12/2021,NA,NA,NA,euthanised,unknown injury/disease,13/01/2022,11/01/2022,back to zoo for veterinary care,32,1,34,28/12/2021,NA,NA,C69071,30/12/2021,NA,0,NA,NA
2021/2022,448,Mangawhai,NA,W-BM,C75900,10,nil-pGM,C75882,19,1,19/11/2021,unknown,19/11/2021,2,1,28/11/2021,1,NA,NA,NA,0,NA,NA,ai,captive_program,planned collection,28/11/2021,9,NA,13,NA,NA,0,zoo,NA,NA,NA,1,11/12/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,28/12/2021,20/01/2022,Te Arai,C69072,30/12/2021,NA,1,20/01/2022,NA
2021/2022,449,Pakiri,G,RM-K,C75883,7,RM-RW,C69046,5,2,17/11/2021,17/11/2021,17/11/2021,2,1,21/11/2021,1,NA,NA,NA,0,NA,NA,ai,captive_program,planned collection,21/11/2021,4,NA,20,NA,NA,0,zoo,NA,NA,NA,1,11/12/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,28/12/2021,20/01/2022,Te Arai,C69073,30/12/2021,NA,1,unknown,NA
2021/2022,449,Pakiri,I,RM-K,C75883,7,RM-RW,C69046,5,2,19/11/2021,19/11/2021,19/11/2021,2,1,26/11/2023,1,NA,NA,NA,0,NA,NA,ai,captive_program,planned collection,26/11/2021,7,NA,17,NA,NA,0,zoo,NA,NA,NA,1,13/12/2021,NA,NA,NA,chick died,difficut hatch,15/12/2021,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,0,NA,NA
2021/2022,450,Mangawhai,NA,K-KM,C75832,6,W-KM,C75891,8,1,21/11/2021,21/11/2021,21/11/2021,2,1,2/12/2021,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,failed to hatch,15/12/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2021/2022,450,Mangawhai,NA,K-KM,C75832,6,W-KM,C75891,8,1,23/11/2021,23/11/2021,23/11/2021,2,1,2/12/2021,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,16/12/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69075,2/01/2022,NA,1,15/01/2022,NA
2021/2022,451,Mangawhai,NA,WM-RW,C75879,5,R-pGM,C75828,8,1,21/11/2021,21/11/2021,21/11/2021,2,1,2/12/2021,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,14/12/2021,NA,NA,NA,chick died,"poor body condition, also malaria",10/01/2022,NA,NA,NA,0,NA,NA,NA,NA,C69074,2/01/2022,NA,0,NA,NA
2021/2022,451,Mangawhai,NA,WM-RW,C75879,5,R-pGM,C75828,8,1,24/11/2021,24/11/2021,24/11/2021,2,1,2/12/2021,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,15/12/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69077,2/01/2022,NA,1,15/01/2022,NA
2021/2022,452,Mangawhai,NA,R-KM,C75831,6,pGM-R,C75892,8,1,22/11/2021,22/11/2021,22/11/2021,2,1,2/12/2021,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,19/12/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69076,2/01/2022,NA,1,15/01/2022,NA
2021/2022,452,Mangawhai,NA,R-KM,C75831,6,pGM-R,C75892,8,1,26/11/2021,26/11/2021,26/11/2021,2,1,2/12/2021,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,20/12/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69078,4/01/2022,NA,1,15/01/2022,NA
2021/2022,453,Mangawhai,NA,pGY-pGM,C69058,2,KM-R,C75889,8,1,27/11/2021,27/11/2021,27/11/2021,2,1,5/01/2022,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,by the time they were candled eggs too deggraded to check fertility,2/01/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2021/2022,453,Mangawhai,NA,pGY-pGM,C69058,2,KM-R,C75889,8,1,29/11/2021,29/11/2021,29/11/2021,2,1,5/01/2022,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,failed to hatch,by the time they were candled eggs too deggraded to check fertility,2/01/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2021/2022,454,Mangawhai,NA,KB-M,C75806,12,BK-M,C75897,9,2,8/12/2021,8/12/2021,8/12/2021,2,1,20/12/2021,1,NA,NA,NA,0,NA,NA,ai,force,predicted storm,14/12/2021,6,1 night in incubator,1,15/12/2021,7,1,NA,NA,NA,NA,1,29/12/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69081,17/01/2022,NA,1,31/01/2022,NA
2021/2022,454,Mangawhai,NA,KB-M,C75806,12,BK-M,C75897,9,2,10/12/2021,10/12/2021,10/12/2021,2,1,20/12/2021,1,NA,NA,NA,0,NA,NA,ai,force,predicted storm,14/12/2021,4,1 night in incubator,1,15/12/2021,5,1,NA,NA,NA,NA,1,31/12/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69082,17/01/2022,NA,1,31/01/2022,NA
2021/2022,455,Pakiri,NA,RM-K,C75883,7,RM-RW,C69046,5,3,8/12/2021,8/12/2021,8/12/2021,2,1,14/12/2021,1,NA,NA,NA,0,NA,NA,ai,force,storm,14/12/2021,6,temp in incubator unstable,9,23/12/2021,15,0,Mangawhai,456,W-BM,C75900,1,29/12/2021,NA,NA,NA,chick died,"poor body condition, also malaria",20/01/2022,NA,NA,NA,0,NA,NA,NA,NA,C69079,17/01/2022,NA,0,NA,NA
2021/2022,455,Pakiri,NA,RM-K,C75883,7,RM-RW,C69046,5,3,10/12/2021,10/12/2021,10/12/2021,2,1,14/12/2021,1,NA,NA,NA,0,NA,NA,ai,force,storm,14/12/2021,4,temp in incubator unstable,18,NA,NA,0,zoo,NA,NA,NA,1,1/01/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,23/01/2022,10/02/2022,Te Arai,C69083,27/01/2022,NA,1,unknown,NA
2021/2022,456,Mangawhai,NA,W-BM,C75900,10,nil-pGM,C75882,19,2,10/12/2021,10/12/2021,10/12/2021,1,1,20/12/2021,1,NA,NA,NA,0,NA,NA,ai,force,predicted storm,14/12/2021,4,1 night in incubator,1,15/12/2021,5,1,NA,NA,NA,NA,1,31/12/2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69080,17/01/2022,NA,1,31/01/2022,NA
2021/2022,457,Papakanui,NA,(W)M-W,C69051,4,M-BK,C69014,15,1,27/12/2021,27/12/2021,27/12/2021,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,20/01/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C69084,8/02/2022,NA,1,20/02/2022,NA
2021/2022,457,Papakanui,NA,(W)M-W,C69051,4,M-BK,C69014,15,1,28/12/2021,28/12/2021,28/12/2021,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,22/01/2022,NA,NA,NA,chick died,"fecal matter stuck to rear, ossible dehydration",27/01/2022,26/01/2022,veterinary care at zoo,4,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2022/2023,458,Papakanui,NA,(W)M-W,C69051,5,(B)-RM,C41571,19,1,23/10/2022,unknown,20/10/2022,2,1,28/10/2022,1,NA,NA,NA,0,NA,NA,ai,force,predicted storm,28/10/2022,8,straight to zoo,8,5/11/2022,16,1,NA,NA,NA,NA,1,13/11/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,C75834,2/12/2022,NA,1,17/12/2022,no pesola at time of banding
2022/2023,458,Papakanui,NA,(W)M-W,C69051,5,(B)-RM,C41571,19,1,23/10/2023,unknown,19/10/2022,2,1,28/10/2022,1,NA,NA,NA,0,NA,NA,ai,force,predicted storm,28/10/2022,9,straight to zoo,8,5/11/2022,17,1,NA,NA,NA,NA,1,14/11/2022,NA,NA,NA,chick died,"unknown, morning following hatch",15/11/2022,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2022/2023,459,Waipu,NA,pGM-(W),C69052,5,YM-YR,C69055,4,1,8/11/2022,8/11/2022,8/11/2022,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,predated,harrier,15/11/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
